order_line_id,order_id,customer_id,product_id,quantity,unit_price,currency,status,created_at
L-0000145,O-000104,C-04849,P-0177,1,220.37,USD,completed,2025-08-19 00:41:39
L-0003501,O-002627,C-00924,P-0447,2,490.20,USD,PENDING,2026-06-16 00:06:37
L-0029308,O-021879,C-00548,P-0097,3,184.10,usd,COMPLETED,2025-03-03 05:13:33
L-0007253,O-005446,C-03014,P-0303,1,270.35,USD,completed,2025-12-09 09:51:14
L-0019475,O-014570,C-03660,P-0290,2,55.33,EUR,COMPLETED,2026-05-06 17:46:56
L-0007342,O-005509,C-03347,P-0394,2,344.62,gbp,completed,2025-10-04 13:46:20
L-0015909,O-011911,C-04400,P-0576,1,254.87,usd,COMPLETED,2026-07-10 10:59:50
L-0031836,O-023780,C-04470,P-0293,1,462.80,usd,COMPLETED,2025-07-08 16:29:30
L-0026330,O-019685,C-02127,P-0087,1,362.57,Usd,COMPLETED,2026-06-13 04:16:15
L-0021813,O-016304,C-00844,P-0034,2,188.38,USD,COMPLETED,2025-03-19 22:13:47
L-0021302,O-015931,C-03464,P-0219,2,464.14,GBP,completed,04/21/2025 03:24
L-0014214,O-010645,C-03870,P-0288,1,189.94,Gbp,completed,2026-03-04 15:06:36
L-0006743,O-005071,C-00417,P-0525,3,64.24,USD,completed,2026-07-19 03:29:47
L-0008135,O-006092,C-03195,P-0205,3,11.76,EUR,completed,09/12/2026 05:12
L-0002494,O-001871,C-02116,P-0030,2,343.11,USD,Completed,11/30/2025 02:58
L-0015956,O-011945,C-00831,P-0112,1,105.17,gbp,REFUNDED,2025-03-27 23:13:57
L-0014411,O-010798,C-03097,P-0171,1,149.00,Usd,COMPLETED,03/12/2025 17:02
L-0027070,O-020235,C-04960,P-0551,1,237.32,usd,Completed,2025-11-17 17:10:16
L-0004855,O-003636,C-01140,P-0367,3,388.29,usd,completed,2026-06-22 00:24:16
L-0014510,O-010874,C-02313,P-0462,2,76.84,USD,COMPLETED,2025-06-21 11:29:26
L-0003105,O-002333,C-02422,P-0019,2,414.68,usd,completed,01/01/2026 20:27
L-0020809,O-015576,C-04259,P-0314,1,186.92,USD,completed,04/25/2026 04:56
L-0029855,O-022297,C-02417,P-0530,2,158.93,USD,COMPLETED,2025-04-04 11:50:42
L-0009874,O-007386,C-00046,P-0369,1,170.15,USD,completed,02/21/2026 02:22
L-0010634,O-007963,C-04644,P-0049,2,342.84,usd,COMPLETED,2026-07-12 01:38:03
L-0011031,O-008263,C-04375,P-0069,2,20.25,Usd,COMPLETED,04/27/2026 03:27
L-0003407,O-002560,C-04098,P-0477,1,216.81,eur,COMPLETED,06/22/2026 20:00
L-0031045,O-023184,C-04905,P-0247,1,303.54,usd,COMPLETED,2026-05-31 12:37:09
L-0015807,O-011843,C-01434,P-0506,1,400.94,USD,completed,2026-03-07 00:16:25
L-0023772,O-017770,C-00359,P-0441,1,426.31,USD,COMPLETED,09/18/2025 07:49
L-0013061,O-009775,,P-0384,3,242.29,USD,completed,2025-09-27 23:13:04
L-0027678,O-020682,C-01174,P-0320,1,474.68,Usd,Completed,07/14/2025 11:26
L-0017539,O-013124,C-02786,P-0579,1,425.89,usd,COMPLETED,2026-09-06 11:49:58
L-0030571,O-022836,C-04322,P-0350,3,52.05,usd,COMPLETED,2026-05-01 04:53:55
L-0026216,O-019597,C-02122,P-0100,2,481.14,USD,Completed,2025-06-01 03:29:46
L-0021917,O-016378,C-02450,P-0272,4,91.45,Usd,Completed,2026-08-16 22:27:41
L-0015235,O-011411,C-01746,P-0043,4,351.63,USD,pending,09/22/2025 10:06
L-0012863,O-009627,C-03378,P-0409,1,57.68,usd,Completed,2026-08-20 06:06:30
L-0020918,O-015657,C-04564,P-0458,1,231.99,USD,COMPLETED,2026-03-17 01:23:37
L-0008395,O-006282,C-02114,P-0275,1,341.95,USD,COMPLETED,2025-11-16 07:06:58
L-0026767,O-020010,C-01144,P-0213,3,103.89,usd,COMPLETED,2025-05-31 05:20:29
L-0009979,O-007467,C-00970,P-0043,1,351.63,USD,CANCELLED,10/10/2025 07:23
L-0024238,O-018118,C-01501,P-0557,2,163.62,EUR,COMPLETED,2025-10-06 01:36:55
L-0021011,O-015728,C-00489,P-0180,2,375.56,USD,Completed,2025-03-13 05:49:09
L-0026535,O-019835,C-04745,P-0339,3,46.82,Usd,COMPLETED,2026-02-11 17:02:18
L-0017328,O-012968,C-00737,P-0084,1,87.65,usd,COMPLETED,2025-11-08 06:58:06
L-0010664,O-007985,C-01552,P-0505,2,262.54,USD,completed,06/17/2026 22:37
L-0018153,O-013591,C-00278,P-0244,2,267.73,USD,completed,2026-01-21 14:22:46
L-0000814,O-000586,C-01397,P-0544,2,495.21,USD,COMPLETED,2026-01-22 05:14:56
L-0012038,O-009015,C-02746,P-0539,1,87.12,EUR,completed,2026-09-13 01:28:11
L-0016504,O-012362,C-03321,P-0071,3,111.22,USD,COMPLETED,03/31/2025 03:05
L-0017096,O-012793,C-00364,P-0174,2,468.34,USD,COMPLETED,2025-06-27 22:43:45
L-0022457,O-016776,C-00494,P-0401,1,154.45,USD,COMPLETED,2026-07-09 18:05:04
L-0022367,O-016705,C-04644,P-0587,1,92.87,USD,CANCELLED,2025-07-04 19:13:28
L-0017313,O-012957,C-01903,P-0193,1,65.77,Eur,CANCELLED,05/15/2026 21:12
L-0022939,O-017140,C-03239,P-0522,2,189.27,USD,completed,2025-07-16 01:28:14
L-0019995,O-014975,C-02440,P-0084,3,87.65,Usd,Completed,2025-07-17 23:42:13
L-0005632,O-004218,C-04290,P-0105,1,390.48,usd,Completed,2026-02-12 07:05:15
L-0031773,O-023727,C-04532,P-0165,1,279.65,usd,completed,2026-04-20 13:36:16
L-0003552,O-002664,C-03026,P-0493,4,327.95,Usd,Completed,2026-03-16 01:57:46
L-0027545,O-020579,C-00465,P-0600,1,312.08,USD,completed,not-a-date
L-0027429,O-020496,C-03468,P-0383,2,391.25,usd,completed,2026-04-22 12:59:21
L-0010222,O-007655,C-02169,P-0479,1,319.14,usd,PENDING,
L-0020121,O-015068,C-03737,P-0267,2,145.94,usd,completed,2025-03-27 12:31:22
L-0015017,O-011245,C-01717,P-0351,1,310.00,Eur,COMPLETED,2025-12-13 23:28:42
L-0013817,O-010336,C-04874,P-0587,1,92.87,USD,COMPLETED,2026-03-20 11:40:42
L-0001811,O-001353,C-02505,P-0298,1,402.00,GBP,COMPLETED,2026-06-27 16:21:10
L-0008873,O-006644,C-01901,P-0262,1,413.21,Usd,COMPLETED,2026-05-25 10:01:27
L-0010807,O-008095,C-03128,P-0078,1,332.65,usd,CANCELLED,2026-04-20 06:23:11
L-0031177,O-023282,C-00312,P-0126,1,249.53,USD,completed,
L-0031548,O-023559,C-00105,P-0512,2,421.79,Usd,COMPLETED,2025/13/45 25:99:99
L-0029962,O-022373,C-02086,P-0185,1,387.15,Usd,pending,2026-06-27 00:40:14
L-0012759,O-009555,C-03232,P-0039,-1,117.32,eur,cancelled,06/11/2025 15:42
L-0027121,O-020275,C-00827,P-0422,1,22.80,USD,COMPLETED,05/21/2026 23:55
L-0019437,O-014544,C-01377,P-0342,1,479.65,USD,Refunded,2026-06-02 20:37:45
L-0006974,O-005237,C-03329,P-0190,2,134.92,usd,COMPLETED,2026-05-04 12:43:35
L-0024967,O-018666,C-00447,P-0490,1,285.06,Usd,COMPLETED,12/17/2025 10:44
L-0031222,O-023314,C-02854,P-0292,1,30.72,USD,completed,2025-04-26 12:27:44
L-0025855,O-019322,C-04873,P-0484,1,161.94,Usd,Completed,2026-01-18 19:19:57
L-0007385,O-005539,C-04751,P-0052,2,8.64,EUR,COMPLETED,2026-06-28 00:57:52
L-0031704,O-023670,C-00348,P-0112,1,105.17,usd,COMPLETED,2025-10-30 04:16:11
L-0007905,O-005925,C-04773,P-0414,5,449.03,USD,COMPLETED,2025-09-29 15:49:56
L-0028138,O-021011,C-04865,P-0164,1,23.52,USD,Completed,2026-06-25 16:02:28
L-0001088,O-000797,C-01369,P-0015,1,224.49,usd,Completed,2025-09-11 23:12:14
L-0025109,O-018767,C-01753,P-0073,1,427.43,USD,COMPLETED,2026-03-27 08:07:17
L-0014678,O-010996,C-02249,P-0152,5,448.60,USD,COMPLETED,2025-02-21 13:55:41
L-0009805,O-007333,C-03501,P-0013,3,323.71,USD,COMPLETED,2026-09-09 07:22:56
L-0003531,O-002650,C-00507,P-0301,1,390.60,USD,completed,2025-06-07
L-0001843,O-001379,C-00955,P-0314,2,186.92,USD,COMPLETED,2026-01-27 23:38:04
L-0007805,O-005853,C-03279,P-0542,5,280.20,USD,COMPLETED,2025-04-26 20:06:52
L-0027155,O-020303,C-04995,P-0287,2,31.04,Usd,completed,2025-07-25 15:18:12
L-0007217,O-005419,C-04386,P-0196,3,93.74,Usd,completed,05/18/2026 23:32
L-0001221,O-000905,C-00168,P-0082,2,206.16,usd,CANCELLED,2025-10-30 12:45:04
L-0029691,O-022174,C-03442,P-0525,1,64.24,GBP,COMPLETED,01/24/2026 20:02
L-0014363,O-010760,C-01082,P-0027,1,236.03,usd,Completed,2026-07-02 17:42:03
L-0010028,O-007501,C-04152,P-0145,2,239.38,USD,Completed,2026-03-14 20:42:33
L-0023216,O-017346,C-04724,P-0125,4,25.60,USD,completed,2026-09-20 14:50:02
L-0020461,O-015317,C-00079,P-0518,1,372.63,Gbp,completed,2025-05-18 14:32:40
L-0009037,O-006771,C-04862,P-0252,3,434.41,usd,COMPLETED,2025-07-06 18:10:11
L-0012697,O-009511,C-03955,P-0420,1,455.77,EUR,REFUNDED,2025-12-12 18:35:02
L-0013290,O-009940,C-02000,P-0578,1,295.63,usd,completed,07/12/2025 12:06
L-0031685,O-023654,C-02199,P-0153,3,74.42,USD,completed,2025-08-10 14:23:45
L-0010680,O-007997,C-00349,P-0024,1,447.09,Usd,Completed,2025-03-08 13:51:41
L-0023484,O-017556,C-03449,P-0042,1,417.18,usd,completed,01/25/2025 09:17
L-0015865,O-011884,C-03450,P-0387,2,360.29,usd,COMPLETED,2026-08-03
L-0018306,O-013703,C-04282,P-0483,2,296.21,USD,COMPLETED,2025-12-07 18:29:13
L-0018859,O-014110,C-01629,P-0357,1,383.14,Usd,Completed,2025-07-27 07:06:07
L-0027225,O-020350,C-04793,P-0560,3,249.18,eur,COMPLETED,2025-02-26 06:39:01
L-0030015,O-022415,C-03681,P-0088,1,233.63,eur,COMPLETED,2026-07-10 23:48:05
L-0010895,O-008162,C-04573,P-0514,1,143.90,usd,COMPLETED,2025-01-29 14:33:23
L-0018637,O-013948,C-01113,P-0523,1,81.04,USD,CANCELLED,2026-09-04
L-0028351,O-021171,C-01780,P-0485,1,22.85,Usd,COMPLETED,2026-03-28 00:14:21
L-0027630,O-020642,C-02222,P-0146,4,137.15,GBP,COMPLETED,2026-04-17 18:15:08
L-0002531,O-001903,C-04781,P-0151,4,414.01,USD,Completed,not-a-date
L-0028855,O-021547,C-02793,P-0300,1,323.03,eur,completed,2025-09-13 19:08:08
L-0013797,O-010320,C-03677,P-0199,1,102.24,USD,Completed,2026-05-09
L-0009537,O-007137,C-00417,P-0377,1,468.38,usd,COMPLETED,2025-11-14 16:37:52
L-0005426,O-004072,C-04048,P-0101,1,454.75,Usd,COMPLETED,2025-10-20 14:51:28
L-0016277,O-012195,C-04118,P-0027,2,236.03,Eur,Pending,2025-05-11 10:15:35
L-0014846,O-011121,C-04552,P-0053,1,394.53,USD,Completed,2026-06-20 20:58:33
L-0014853,O-011127,C-00548,P-0573,3,243.87,usd,completed,2026-06-01 18:22:24
L-0013726,O-010270,C-04146,P-0576,1,254.87,usd,COMPLETED,2025-08-20 20:23:17
L-0000099,O-000073,C-03277,P-0224,3,478.03,Usd,COMPLETED,09/09/2025 18:05
L-0012079,O-009047,C-02733,P-0597,2,353.00,Usd,COMPLETED,2025-10-30 13:15:09
L-0015812,O-011846,C-02765,P-0252,1,434.41,USD,CANCELLED,2025-04-20 16:25:54
L-0005057,O-003778,C-02230,P-0434,3,419.80,EUR,Completed,2025-04-11 09:57:19
L-0004893,O-003664,C-02407,P-0340,1,468.29,usd,completed,2025-01-29 21:30:58
L-0020397,O-015272,C-03518,P-0173,1,131.70,usd,Completed,2025-06-12 23:50:08
L-0005551,O-004163,C-02682,P-0149,1,222.26,USD,PENDING,04/27/2026 14:10
L-0004882,O-003656,C-01971,P-0179,4,446.38,eur,COMPLETED,2026-09-06 13:04:15
L-0026226,O-019605,C-03148,P-0078,2,332.65,Usd,CANCELLED,not-a-date
L-0006856,O-005153,C-01781,P-0202,1,486.05,usd,completed,08/01/2025 10:28
L-0006649,O-005001,C-00427,P-0184,1,161.38,USD,COMPLETED,02/08/2025 00:46
L-0001170,O-000867,C-01200,P-0598,1,318.72,USD,COMPLETED,2026-08-27 21:53:23
L-0002470,O-001852,C-01825,P-0479,1,319.14,Usd,completed,04/04/2025 13:29
L-0018111,O-013559,C-02487,P-0477,1,216.81,Usd,completed,2026-02-24 19:52:55
L-0030493,O-022774,C-01850,P-0446,3,356.40,USD,CANCELLED,2026-02-10 11:01:10
L-0022951,O-017149,C-03342,P-0574,1,385.47,USD,COMPLETED,2026-03-21 18:41:36
L-0005825,O-004365,C-03565,P-0091,2,80.39,USD,REFUNDED,2026-04-21 08:10:01
L-0019491,O-014583,C-04114,P-0525,1,64.24,USD,Completed,2026-08-17 10:49:24
L-0012473,O-009350,C-04873,P-0587,2,92.87,USD,completed,2025-12-18 05:32:10
L-0031151,O-023262,C-02021,P-0198,1,437.91,usd,COMPLETED,2025-09-26 22:20:06
L-0007722,O-005790,C-00114,P-0305,1,429.50,USD,Completed,2025-12-19
L-0022444,O-016768,C-01898,P-0598,2,318.72,Usd,COMPLETED,not-a-date
L-0009729,O-007275,C-00276,P-0185,2,387.15,Usd,COMPLETED,2026-05-10 13:58:27
L-0023640,O-017669,C-04018,P-0112,1,105.17,USD,Completed,2025-07-24 08:54:22
L-0005370,O-004026,C-04790,P-0342,1,479.65,GBP,completed,2025/13/45 25:99:99
L-0019303,O-014445,C-02727,P-0282,5,94.84,EUR,completed,2026-03-26 10:12:46
L-0002516,O-001889,C-02862,P-0576,1,254.87,usd,completed,2025/13/45 25:99:99
L-0002008,O-001498,C-04898,P-0184,1,161.38,USD,COMPLETED,2026-09-08 00:57:08
L-0026557,O-019852,C-00546,P-0565,1,326.33,EUR,COMPLETED,2025-04-22 21:53:37
L-0006383,O-004799,C-02438,P-0315,5,186.36,USD,cancelled,2026-02-19 15:52:41
L-0031465,O-023493,C-00141,P-0166,2,188.61,USD,Completed,2025-08-04 01:42:15
L-0030386,O-022696,C-04405,P-0105,1,390.48,USD,Refunded,2025-03-29 01:37:26
L-0011291,O-008459,C-02081,P-0063,1,284.79,Usd,CANCELLED,2026-07-20 03:10:38
L-0030951,O-023122,C-04169,P-0190,2,134.92,USD,PENDING,2025-06-19 17:13:15
L-0016890,O-012649,C-03691,P-0382,3,468.39,USD,completed,08/22/2026 11:17
L-0016834,O-012605,C-00357,P-0051,1,103.95,USD,COMPLETED,2026-05-19 00:50:40
L-0020445,O-015307,C-01402,P-0185,2,387.15,USD,PENDING,05/17/2025 06:34
L-0029083,O-021719,C-01353,P-0357,1,383.14,usd,Completed,2026-09-19
L-0009741,O-007286,C-04895,P-0249,3,190.22,USD,Completed,2025-08-29 21:48:13
L-0008096,O-006064,C-01554,P-0261,2,77.36,Usd,completed,2026-05-06 08:46:53
L-0026127,O-019528,C-04194,P-0129,5,56.18,usd,COMPLETED,11/03/2025 12:20
L-0024635,O-018418,C-04795,P-0460,2,320.02,USD,Cancelled,2026-09-03 01:06:28
L-0017257,O-012915,C-04997,P-0422,5,22.80,usd,COMPLETED,2025-09-20 07:39:29
L-0014280,O-010696,C-03181,P-0151,2,414.01,Usd,refunded,2026-08-29 14:45:40
L-0003707,O-002777,C-00593,P-0583,1,56.96,USD,completed,08/11/2025 11:25
L-0025206,O-018840,C-04918,P-0543,2,420.34,Usd,refunded,02/26/2026 09:16
L-0002590,O-001946,C-04547,P-0517,2,160.38,USD,Completed,02/10/2025 18:20
L-0024095,O-018011,C-02621,P-0387,4,360.29,USD,COMPLETED,2026-05-05 22:03:24
L-0001145,O-000848,C-03798,P-0465,1,291.12,eur,COMPLETED,2025-09-26 20:31:04
L-0030050,O-022445,C-04535,P-0065,1,319.19,USD,COMPLETED,2025-10-08 12:38:12
L-0016313,O-012222,C-01864,P-0146,1,137.15,USD,COMPLETED,03/22/2025 17:20
L-0030814,O-023010,C-04827,P-0097,1,184.10,usd,cancelled,2025-07-24 13:59:13
L-0010009,O-007487,C-03379,P-0405,2,498.53,USD,COMPLETED,2025-08-30 10:52:12
L-0001080,O-000791,C-03860,P-0161,2,58.33,eur,COMPLETED,2026-07-25
L-0002787,O-002086,C-03564,P-0428,1,425.46,USD,Refunded,2025-05-04 03:21:19
L-0011167,O-008366,,P-0393,1,296.19,Usd,completed,2026-09-21 19:08:27
L-0021865,O-016342,C-00934,P-0463,2,473.28,usd,Completed,2025-07-15 01:29:40
L-0030060,O-022450,C-02539,P-0072,1,207.22,USD,CANCELLED,09/07/2025 09:15
L-0031216,O-023311,C-04074,P-0170,2,476.69,USD,COMPLETED,2026-09-09 08:51:03
L-0009496,O-007106,C-04375,P-0335,-2,70.39,USD,COMPLETED,03/04/2025 20:42
L-0020560,O-015392,C-03189,P-0407,1,145.53,USD,CANCELLED,2026-04-01 11:54:54
L-0005000,O-003738,C-01917,P-0149,2,222.26,USD,completed,2026-02-05 15:42:26
L-0029199,O-021799,C-04613,P-0364,2,48.42,usd,COMPLETED,05/20/2026 07:06
L-0002800,O-002095,C-03301,P-0360,3,301.80,USD,completed,2025-06-24 02:40:12
L-0001668,O-001244,C-03884,P-0314,1,186.92,usd,Completed,02/07/2025 23:10
L-0000689,O-000501,C-01312,P-0196,1,93.74,usd,Completed,2026-09-11 00:25:11
L-0016873,O-012634,C-01114,P-0553,2,94.56,usd,completed,2026-05-14 03:33:51
L-0003810,O-002855,C-04859,P-0513,3,32.51,USD,COMPLETED,2025-11-07 00:04:48
L-0014723,O-011030,C-03375,P-0393,3,317.92,Usd,COMPLETED,2026-08-22 03:06:11
L-0020589,O-015414,C-00106,P-0339,3,46.82,USD,Cancelled,2025-12-19
L-0005012,O-003745,C-02882,P-0132,4,462.93,eur,COMPLETED,2026-07-16 09:45:20
L-0006531,O-004916,C-03089,P-0379,2,194.74,USD,Refunded,not-a-date
L-0015247,O-011421,C-04759,P-0061,1,335.86,EUR,COMPLETED,2026-09-20 11:34:38
L-0007648,O-005736,C-02103,P-0460,4,320.02,EUR,COMPLETED,2026-03-01 01:29:45
L-0020481,O-015332,C-02482,P-0290,1,55.33,USD,completed,2025-12-14 16:38:40
L-0006164,O-004629,C-03835,P-0179,2,446.38,USD,completed,2025-12-14 00:31:39
L-0028094,O-020981,C-01578,P-0234,3,300.04,USD,COMPLETED,02/17/2025 14:28
L-0001862,O-001397,C-03063,P-0501,1,369.67,Usd,completed,2026-05-05 20:03:17
L-0011855,O-008875,C-02607,P-0581,2,251.91,USD,Refunded,2026-04-19 19:16:31
L-0019907,O-014910,C-02160,P-0388,4,475.84,usd,PENDING,05/04/2025 08:30
L-0014380,O-010774,C-04351,P-0599,1,490.99,Usd,REFUNDED,2025-03-27 20:20:34
L-0023567,O-017613,C-04505,P-0360,3,301.80,usd,completed,2026-06-14 23:01:15
L-0016638,O-012460,C-01633,P-0464,1,154.16,Usd,Completed,2025-06-17 12:12:51
L-0002399,O-001797,C-03961,P-0420,1,455.77,USD,COMPLETED,2025-07-25 09:50:28
L-0024558,O-018357,C-03541,P-0420,4,455.77,Usd,pending,2025-03-14 03:36:49
L-0004654,O-003487,C-04632,P-0222,1,246.85,USD,Completed,2025-04-22 15:00:35
L-0006261,O-004703,C-04545,P-0153,2,74.42,USD,COMPLETED,08/14/2025 22:16
L-0024220,O-018105,C-01327,P-0566,2,336.75,Usd,REFUNDED,05/30/2026 07:19
L-0030016,O-022416,C-04926,P-0080,1,393.03,EUR,CANCELLED,2026-03-24 05:07:12
L-0017970,O-013454,C-03168,P-0294,2,54.06,USD,CANCELLED,2025-08-11 18:18:25
L-0022032,O-016457,C-02352,P-0040,3,336.56,Usd,COMPLETED,2026-06-28 23:14:58
L-0021977,O-016421,C-04815,P-0582,1,268.05,USD,Completed,2026-01-26 22:04:11
L-0011644,O-008717,C-02649,P-0079,1,280.73,usd,COMPLETED,2026-08-29 19:00:35
L-0011488,O-008601,C-00117,P-0278,3,254.74,usd,cancelled,2026-08-09 10:08:09
L-0024670,O-018445,C-03189,P-0331,1,368.77,USD,COMPLETED,2026-05-24 20:00:36
L-0009604,O-007186,C-01187,P-0303,3,270.35,Usd,COMPLETED,2026-07-16 16:06:10
L-0023561,O-017609,C-02504,P-0532,1,354.18,USD,COMPLETED,2025-10-07 12:49:10
L-0014687,O-011001,C-02016,P-0428,5,425.46,usd,Completed,04/19/2025 04:08
L-0031278,O-023355,C-00161,P-0185,3,387.15,USD,REFUNDED,2025-06-15 12:23:10
L-0015373,O-011507,C-04332,P-0354,2,288.35,usd,REFUNDED,2026-09-03 04:18:53
L-0009004,O-006746,C-04395,P-0235,1,466.85,USD,COMPLETED,2025-02-13 15:11:37
L-0019271,O-014418,C-04520,P-0484,1,161.94,usd,completed,2026-03-27 19:53:30
L-0000587,O-000427,C-03643,P-0339,2,46.82,USD,Completed,2025-10-07 06:14:12
L-0012432,O-009318,C-04645,P-0397,2,413.57,USD,COMPLETED,2025-12-22 04:40:37
L-0029618,O-022119,C-01830,P-0058,3,286.53,USD,Completed,2025-05-26
L-0026559,O-019853,C-01329,P-0553,1,94.56,EUR,completed,03/31/2025 22:40
L-0009415,O-007046,C-01263,P-0221,1,153.97,usd,completed,2025-07-07 03:56:04
L-0006071,O-004550,C-03935,P-0177,2,220.37,Eur,completed,2026-08-03 03:37:19
L-0022080,O-016496,C-02192,P-0485,2,22.85,usd,completed,2026-08-01 18:04:19
L-0020003,O-014981,C-04947,P-0271,1,32.42,usd,refunded,2025-12-21
L-0010443,O-007813,C-00586,P-0093,1,225.85,USD,COMPLETED,2026-05-15 19:31:57
L-0023264,O-017384,C-02094,P-0446,2,356.40,USD,COMPLETED,2025-11-22 03:13:37
L-0019604,O-014672,C-01009,P-0517,1,160.38,USD,completed,12/12/2025 01:59
L-0006635,O-004992,C-03087,P-0146,4,137.15,usd,COMPLETED,2025-11-08 09:24:05
L-0026139,O-019539,C-04285,P-0398,1,151.20,usd,CANCELLED,2025-05-14 01:50:29
L-0015417,O-011541,C-00388,P-0121,1,294.13,usd,Cancelled,07/18/2026 04:02
L-0004115,O-003074,C-03223,P-0070,3,221.18,eur,Completed,2026-04-04 01:16:50
L-0021149,O-015827,C-01116,P-0376,2,78.15,USD,COMPLETED,2026-06-10 05:01:02
L-0026039,O-019463,C-02045,P-0209,3,65.31,usd,completed,01/10/2026 14:00
L-0006732,O-005062,C-00823,P-0384,1,242.29,GBP,COMPLETED,2026-08-14 13:20:11
L-0001264,O-000936,C-00876,P-0448,2,307.71,USD,Completed,2026-01-31 17:22:30
L-0000697,O-000505,C-04168,P-0412,1,326.81,USD,completed,2025-12-09 08:27:13
L-0023506,O-017574,C-02470,P-0176,1,27.23,EUR,COMPLETED,2025-03-20
L-0016448,O-012320,C-00638,P-0558,3,247.65,usd,Completed,2026-06-21 11:58:17
L-0006025,O-004514,C-03314,P-0189,1,374.66,Usd,Completed,2026-04-07 23:42:13
L-0015999,O-011984,C-03235,P-0009,4,68.42,Usd,COMPLETED,2026-07-28 01:45:44
L-0030494,O-022774,C-03875,P-0280,2,426.31,USD,COMPLETED,2026-03-07 00:33:20
L-0022251,O-016618,C-03146,P-0267,2,145.94,USD,Completed,2026-02-16 02:55:24
L-0006125,O-004595,C-03703,P-0567,1,382.64,USD,Completed,2025-02-28 08:18:35
L-0024433,O-018262,C-02065,P-0245,1,304.98,usd,Completed,2026-07-06 13:47:58
L-0023829,O-017812,C-03655,P-0204,2,76.23,Usd,COMPLETED,2025-01-21 11:49:56
L-0009997,O-007480,C-00217,P-0233,1,483.28,USD,COMPLETED,01/31/2026 05:06
L-0021956,O-016408,C-03288,P-0418,1,389.50,USD,Completed,2025-10-10 23:34:23
L-0002866,O-002146,C-00142,P-0393,3,317.92,USD,COMPLETED,2025-06-04 03:35:16
L-0020009,O-014985,C-04449,P-0265,1,460.88,EUR,Completed,04/06/2026 08:05
L-0027187,O-020324,C-02718,P-0143,1,469.22,Usd,Completed,2026-06-14 17:56:53
L-0018667,O-013972,C-03245,P-0172,2,259.95,eur,COMPLETED,01/18/2026 12:36
L-0010111,O-007568,C-04232,P-0367,2,388.29,Usd,COMPLETED,2025-06-06 22:51:20
L-0012366,O-009269,C-02058,P-0588,2,172.73,USD,Completed,2026-06-24 14:10:48
L-0006142,O-004609,C-00275,P-0469,2,78.48,Usd,CANCELLED,2026-08-10 10:03:56
L-0019495,O-014586,C-03122,P-0564,2,337.37,Eur,CANCELLED,09/04/2026 08:47
L-0009542,O-007141,C-01361,P-0208,1,340.44,USD,COMPLETED,2026-01-29 08:50:05
L-0028885,O-021568,C-00887,P-0354,4,288.35,usd,completed,2025-03-19 14:05:53
L-0024085,O-018003,C-02113,P-0433,1,350.57,eur,completed,2026-02-19
L-0000217,O-000162,C-00591,P-0221,2,153.97,Usd,completed,2025-08-17 14:31:41
L-0009724,O-007271,C-02266,P-0421,3,329.85,USD,Completed,09/14/2025 05:50
L-0018158,O-013594,C-04829,P-0294,2,54.06,USD,COMPLETED,12/09/2025 15:33
L-0031631,O-023616,C-00559,P-0379,1,194.74,EUR,completed,2025-09-22 22:48:13
L-0002605,O-001956,C-01598,P-0481,1,207.35,usd,Refunded,2026-08-12 17:27:27
L-0021519,O-016090,C-03387,P-0466,2,351.39,Usd,Completed,2025/13/45 25:99:99
L-0006730,O-005061,C-00375,P-0345,2,392.40,USD,REFUNDED,2026-05-19 08:28:18
L-0029127,O-021751,C-02210,P-0050,1,74.18,USD,completed,2026-01-11 18:05:24
L-0031249,O-023334,C-03046,P-0249,1,190.22,usd,completed,2026-02-06 22:11:40
L-0006552,O-004934,C-03383,P-0254,2,127.68,USD,COMPLETED,2026-07-29 14:05:28
L-0004620,O-003463,C-02962,P-0269,3,62.17,gbp,Refunded,2025-05-15
L-0013347,O-009982,C-03129,P-0201,2,389.82,gbp,completed,2026-03-26 15:57:55
L-0005091,O-003808,C-03629,P-0472,1,239.71,Usd,Completed,2026-06-01 20:54:27
L-0010908,O-008171,C-00905,P-0309,1,136.90,Usd,COMPLETED,2025-12-27 20:09:42
L-0028847,O-021541,C-04424,P-0166,1,188.61,Usd,Completed,2025-09-28 17:04:03
L-0003440,O-002585,C-01728,P-0212,1,292.65,USD,pending,2025-02-01 03:58:51
L-0011915,O-008918,C-00080,P-0456,1,95.85,Usd,COMPLETED,2026-06-26 12:23:00
L-0023681,O-017699,C-00405,P-0292,1,30.72,usd,Completed,2025-02-19 13:18:41
L-0008110,O-006073,C-03471,P-0267,1,145.94,USD,COMPLETED,2025-10-12 03:55:38
L-0015381,O-011513,C-01413,P-0409,4,57.68,Eur,Completed,2026-01-09 15:51:32
L-0014572,O-010920,C-01206,P-0380,1,366.19,GBP,completed,2025-02-11 18:53:06
L-0020320,O-015220,C-00862,P-0090,1,253.02,USD,completed,09/07/2026 01:59
L-0017491,O-013085,C-00202,P-0008,1,394.10,eur,Cancelled,08/01/2026 05:46
L-0001302,O-000962,C-00047,P-0093,1,225.85,usd,COMPLETED,07/03/2026 00:01
L-0018218,O-013639,C-00489,P-0553,2,94.56,Usd,completed,2026-09-15 02:42:03
L-0029972,O-022381,C-03995,P-0311,3,241.55,USD,COMPLETED,2026-07-17 11:52:50
